medicine,company,img_url
イグザレルト錠10mg［非弁膜症性心房細動患者における虚血性脳卒中および全身性塞栓症の発症抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F1024/3339003F1024_008.jpg
イグザレルト細粒分包15mg［非弁膜症性心房細動患者における虚血性脳卒中および全身性塞栓症の発症抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003C2024/3339003C2024_000.jpg
イグザレルト細粒分包10mg［非弁膜症性心房細動患者における虚血性脳卒中および全身性塞栓症の発症抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003C1028/3339003C1028_000.jpg
メクトビ錠15mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291058F1024/4291058F1024_000.jpg
ビラフトビカプセル50mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291057M1029/4291057M1029_004.jpg
ソル・コーテフ静注用250mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2452400D3052/2452400D3052_002.jpg
ソル・コーテフ静注用500mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2452400D6060/2452400D6060_003.jpg
ソル・コーテフ静注用1000mg,ファイザー株式会社,https://www.qlife.jp/meds/image/noimage.png
ソル・コーテフ注射用100mg［注射剤］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2452400D1084/2452400D1084_008.jpg
ソル・コーテフ注射用100mg［急性副腎皮質機能不全に対する自己注射剤］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2452400D1084/2452400D1084_008.jpg
オテズラ錠10mg,アムジェン株式会社,https://www.qlife.jp/meds/image/noimage.png
オテズラ錠20mg,アムジェン株式会社,https://www.qlife.jp/meds/image/noimage.png
オテズラ錠30mg,アムジェン株式会社,https://www.qlife.jp/meds/image/noimage.png
イグザレルトOD錠15mg［非弁膜症性心房細動患者における虚血性脳卒中および全身性塞栓症の発症抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F4023/3339003F4023_000.jpg
イグザレルトOD錠10mg［非弁膜症性心房細動患者における虚血性脳卒中および全身性塞栓症の発症抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F3027/3339003F3027_000.jpg
イグザレルト細粒分包15mg［小児の静脈血栓塞栓症の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003C2024/3339003C2024_000.jpg
イグザレルト錠15mg［小児の静脈血栓塞栓症の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F2020/3339003F2020_008.jpg
イグザレルトOD錠15mg［小児の静脈血栓塞栓症の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F4023/3339003F4023_000.jpg
イグザレルトドライシロップ小児用51.7mg［静脈血栓塞栓症の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003R1020/3339003R1020_001.jpg
イグザレルトドライシロップ小児用103.4mg［静脈血栓塞栓症の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003R2027/3339003R2027_001.jpg
ビラフトビカプセル75mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291057M2025/4291057M2025_000.jpg
デュピクセント皮下注300mgペン,サノフィ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490405G2020/4490405G2020_000.jpg
イグザレルトOD錠15mg［静脈血栓塞栓症（深部静脈血栓症および肺血栓塞栓症）の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F4023/3339003F4023_000.jpg
イグザレルト錠15mg［静脈血栓塞栓症（深部静脈血栓症および肺血栓塞栓症）の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F2020/3339003F2020_008.jpg
イグザレルト細粒分包15mg［静脈血栓塞栓症（深部静脈血栓症および肺血栓塞栓症）の治療および再発抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003C2024/3339003C2024_000.jpg
イグザレルト錠2.5mg［下肢血行再建術施行後の末梢動脈疾患患者における血栓・塞栓形成の抑制］,バイエル薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3339003F5020/3339003F5020_001.jpg
デュピクセント皮下注200mgシリンジ,サノフィ株式会社,https://www.qlife.jp/meds/image/noimage.png
ジェノトロピンTC注用5.3mg［プラダー・ウィリ症候群］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2412402D9038/2412402D9038_002.jpg
ジェノトロピンTC注用12mg［プラダー・ウィリ症候群］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2412402L4057/2412402L4057_002.jpg
ジェノトロピンゴークイック注用5.3mg［プラダー・ウィリ症候群］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2412402P4024/2412402P4024_003.jpg
ジェノトロピンゴークイック注用12mg［プラダー・ウィリ症候群］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2412402P5020/2412402P5020_003.jpg
ダサチニブ錠20mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291020F1043/4291020F1043_001.jpg
ダサチニブ錠50mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291020F2040/4291020F2040_001.jpg
エストリール錠100γ,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2475001F1030/2475001F1030_012.jpg
エストリール錠1mg,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2475001F3033/2475001F3033_014.jpg
エストリール錠0.5mg,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2475001F2029/2475001F2029_010.jpg
エンレスト錠50mg,ノバルティスファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2190041F1027/2190041F1027_000.jpg
エンレスト錠100mg,ノバルティスファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2190041F2023/2190041F2023_000.jpg
エンレスト錠200mg,ノバルティスファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2190041F3020/2190041F3020_000.jpg
アダリムマブBS皮下注20mgシリンジ0.2mL「CTNK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アダリムマブBS皮下注40mgシリンジ0.4mL「CTNK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アダリムマブBS皮下注40mgペン0.4mL「CTNK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アダリムマブBS皮下注80mgシリンジ0.8mL「CTNK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アダリムマブBS皮下注80mgペン0.8mL「CTNK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
デュタステリド錠0.5mgZA「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/image/noimage.png
セファゾリンNa注射用1g「イセイ」,コーアイセイ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6132401D3218/6132401D3218_001.jpg
ハルシオン0.25mg錠,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1124007F2026/1124007F2026_012.jpg
ハルシオン0.125mg錠,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1124007F1020/1124007F1020_012.jpg
ボグリボースODフィルム0.2「QQ」,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3969004F3031/3969004F3031_003.jpg
ボグリボースODフィルム0.3「QQ」,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3969004F4038/3969004F4038_003.jpg
イリノテカン塩酸塩点滴静注液40mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4240404A1059/4240404A1059_003.jpg
ラベプラゾールNa錠5mg「杏林」,キョーリンリメディオ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329028F3069/2329028F3069_000.jpg
レボカバスチン点眼液0.025％「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319746Q1150/1319746Q1150_001.jpg
イリノテカン塩酸塩点滴静注液100mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4240404A2055/4240404A2055_003.jpg
メドロール錠2mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456003F1034/2456003F1034_004.jpg
メドロール錠4mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456003F2030/2456003F2030_004.jpg
ボアラクリーム0.12％,マルホ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646724N1040/2646724N1040_006.jpg
ボアラ軟膏0.12％,マルホ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646724M1045/2646724M1045_006.jpg
コートリル錠10mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2452002F1030/2452002F1030_006.jpg
水溶性プレドニン10mg,塩野義製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456405D1027/2456405D1027_005.jpg
水溶性プレドニン20mg,塩野義製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456405D2023/2456405D2023_005.jpg
水溶性プレドニン50mg,塩野義製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456405D3020/2456405D3020_000.jpg
カイプロリス点滴静注用10mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291433D1026/4291433D1026_000.jpg
プレドニン錠5mg,塩野義製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456001F1310/2456001F1310_014.jpg
カイプロリス点滴静注用40mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291433D2022/4291433D2022_000.jpg
イブランスカプセル25mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291051M1021/4291051M1021_000.jpg
イブランスカプセル125mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291051M2028/4291051M2028_004.jpg
ソル・メドロール静注用40mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456400D1067/2456400D1067_004.jpg
ソル・メドロール静注用125mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456400D2098/2456400D2098_004.jpg
ソル・メドロール静注用500mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456400D3094/2456400D3094_005.jpg
ソル・メドロール静注用1000mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456400D4074/2456400D4074_004.jpg
イブランス錠25mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291051F1022/4291051F1022_000.jpg
イブランス錠125mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291051F2029/4291051F2029_000.jpg
ウィフガート点滴静注400mg,アルジェニクスジャパン株式会社,https://www.qlife.jp/meds/image/noimage.png
フェソロデックス筋注250mg,アストラゼネカ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291421G1020/4291421G1020_002.jpg
オランザピン錠5mg「NP」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
オランザピン錠10mg「NP」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
オランザピンOD錠10mg「NP」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
ドキサゾシン錠0.5mg「ニプロ」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
ロキソプロフェンNaテープ50mg「三和」,株式会社三和化学研究所,https://www.qlife.jp/meds/img/packageinsert/basic/2649735S2156/2649735S2156_000.jpg
ロキソプロフェンNaテープ100mg「三和」,株式会社三和化学研究所,https://www.qlife.jp/meds/img/packageinsert/basic/2649735S3152/2649735S3152_000.jpg
ホリナート錠25mg「タイホウ」,岡山大鵬薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3929004F2048/3929004F2048_000.jpg
ケトプロフェンテープ20mg「パテル」,キョーリンリメディオ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649729S2282/2649729S2282_002.jpg
ケトプロフェンテープ40mg「パテル」,キョーリンリメディオ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649729S3211/2649729S3211_001.jpg
ケトチフェン点鼻液0.05%「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1329705Q1360/1329705Q1360_001.jpg
タクロリムスカプセル5mg「VTRS」［移植用剤］,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999014M3076/3999014M3076_001.jpg
タクロリムスカプセル5mg「VTRS」［自己免疫疾患用剤］,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999014M3076/3999014M3076_001.jpg
リセドロン酸Na錠2.5mg「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999019F1271/3999019F1271_001.jpg
レボフロキサシン点眼液0.5％「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319742Q1306/1319742Q1306_001.jpg
レボフロキサシン点眼液1.5％「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319742Q2248/1319742Q2248_001.jpg
ダラザレックス点滴静注100mg,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291437A1028/4291437A1028_002.jpg
ダラザレックス点滴静注400mg,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291437A2024/4291437A2024_002.jpg
ダラキューロ配合皮下注,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291500A1023/4291500A1023_001.jpg
エプキンリ皮下注4mg,ジェンマブ株式会社,https://www.qlife.jp/meds/image/noimage.png
エプキンリ皮下注48mg,ジェンマブ株式会社,https://www.qlife.jp/meds/image/noimage.png
エプキンリ皮下注48mg,アッヴィ合同会社,https://www.qlife.jp/meds/image/noimage.png
エプキンリ皮下注4mg,アッヴィ合同会社,https://www.qlife.jp/meds/image/noimage.png
トロペロン錠1mg,田辺三菱製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179026F2027/1179026F2027_018.jpg
ペメトレキセド点滴静注液100mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401A1031/4229401A1031_000.jpg
ペメトレキセド点滴静注用100mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401D2050/4229401D2050_000.jpg
ペメトレキセド点滴静注液500mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401A2038/4229401A2038_000.jpg
ペメトレキセド点滴静注液800mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401A3034/4229401A3034_000.jpg
ペメトレキセド点滴静注用500mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401D1054/4229401D1054_000.jpg
ペメトレキセド点滴静注用800mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229401D3049/4229401D3049_000.jpg
リタリン錠10mg,ノバルティスファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179009F1035/1179009F1035_000.jpg
デュタステリド錠0.5mgZA「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/image/noimage.png
グリメピリド錠1mg「ニプロ」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
テルビナフィン錠125mg「ニプロ」,ニプロＥＳファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
クレマスチンドライシロップ0.1％「あゆみ」,あゆみ製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4419008R1128/4419008R1128_004.jpg
ジルムロ配合OD錠LD「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149121F3032/2149121F3032_001.jpg
エバスチンOD錠5mg「NS」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490019F3144/4490019F3144_004.jpg
エバスチンOD錠10mg「NS」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490019F4140/4490019F4140_004.jpg
カンデサルタン錠2mg「オーハラ」［高血圧症］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F1182/2149040F1182_000.jpg
カンデサルタン錠2mg「オーハラ」［心不全］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F1182/2149040F1182_000.jpg
カンデサルタン錠4mg「オーハラ」［高血圧症］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F2189/2149040F2189_000.jpg
カンデサルタン錠4mg「オーハラ」［心不全］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F2189/2149040F2189_000.jpg
カンデサルタン錠8mg「オーハラ」［高血圧症］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F3185/2149040F3185_000.jpg
カンデサルタン錠8mg「オーハラ」［心不全］,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F3185/2149040F3185_000.jpg
カンデサルタン錠12mg「オーハラ」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2149040F4181/2149040F4181_000.jpg
クエチアピン錠25mg「日新」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179042F1178/1179042F1178_000.jpg
クエチアピン錠100mg「日新」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179042F2174/1179042F2174_000.jpg
クエチアピン錠200mg「日新」,共創未来ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179042F3170/1179042F3170_000.jpg
プレドネマ注腸20mg,杏林製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2456700X1025/2456700X1025_005.jpg
フォシーガ錠10mg,小野薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3969019F2023/3969019F2023_006.jpg
ピノルビン注射用30mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235403D3029/4235403D3029_002.jpg
フィナステリド錠1mg「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グリメピリド錠3mg「オーハラ」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3961008F2167/3961008F2167_008.jpg
ゾルピデム酒石酸塩ODフィルム5mg「モチダ」,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1129009F3052/1129009F3052_000.jpg
ゾルピデム酒石酸塩ODフィルム10mg「モチダ」,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1129009F4059/1129009F4059_000.jpg
パロキセチン錠20mg「VTRS」,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179041F2374/1179041F2374_001.jpg
ゼルヤンツ錠5mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999034F1020/3999034F1020_004.jpg
ピノルビン注射用10mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235403D1050/4235403D1050_004.jpg
アシクロビル眼軟膏3%「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319719M1062/1319719M1062_000.jpg
オフロキサシン眼軟膏0.3％「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319722M1064/1319722M1064_001.jpg
ピノルビン注射用20mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235403D2057/4235403D2057_004.jpg
リリカOD錠25mg,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F1029/1190017F1029_004.jpg
リリカOD錠75mg,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F2025/1190017F2025_004.jpg
リリカOD錠150mg,ヴィアトリス製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F3021/1190017F3021_000.jpg
アービタックス注射液500mg,メルクバイオファーマ株式会社,https://www.qlife.jp/meds/image/noimage.png
カナマイシン硫酸塩注射液1g「明治」,Ｍｅｉｊｉ Ｓｅｉｋａ ファルマ株式会社,https://www.qlife.jp/meds/image/noimage.png
ゼローダ錠300,チェプラファーム株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4223005F1022/4223005F1022_013.jpg
リズミック錠10mg,住友ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2190022F1024/2190022F1024_014.jpg
トロペロン錠0.5mg,田辺三菱製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179026F1020/1179026F1020_010.jpg
サルポグレラート塩酸塩錠100mg「YD」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3399006F2146/3399006F2146_004.jpg
フェンタニルクエン酸塩1日用テープ1mg「第一三共」,第一三共株式会社,https://www.qlife.jp/meds/image/noimage.png
フェンタニルクエン酸塩1日用テープ2mg「第一三共」,第一三共株式会社,https://www.qlife.jp/meds/image/noimage.png
フェンタニルクエン酸塩1日用テープ4mg「第一三共」,第一三共株式会社,https://www.qlife.jp/meds/image/noimage.png
フェンタニルクエン酸塩1日用テープ6mg「第一三共」,第一三共株式会社,https://www.qlife.jp/meds/image/noimage.png
フェンタニルクエン酸塩1日用テープ8mg「第一三共」,第一三共株式会社,https://www.qlife.jp/meds/image/noimage.png
トラチモ配合点眼液「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319820Q1030/1319820Q1030_001.jpg
レボフロキサシン点眼液0.5％「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319742Q1284/1319742Q1284_001.jpg
レボフロキサシン点眼液1.5％「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319742Q2221/1319742Q2221_001.jpg
モキシフロキサシン点眼液0.5%「ニットー」,日東メディック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319753Q1045/1319753Q1045_001.jpg
ドパコール配合錠L250,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169101F2070/1169101F2070_000.jpg
ゼビアックスローション2%,マルホ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2639701Q1025/2639701Q1025_000.jpg
リグロス歯科用液キット600μg,科研製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
リグロス歯科用液キット1200μg,科研製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
ゼビアックス油性クリーム2%,マルホ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2639701N1029/2639701N1029_001.jpg
レケンビ点滴静注200mg,エーザイ株式会社,https://www.qlife.jp/meds/image/noimage.png
ヴィーン3G輸液（500mLバッグ）,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3319562A3041/3319562A3041_000.jpg
ヴィーン3G輸液（200mLバッグ）,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3319562A1065/3319562A1065_000.jpg
レケンビ点滴静注500mg,エーザイ株式会社,https://www.qlife.jp/meds/image/noimage.png
ラベプラゾールNa錠20mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329028F2100/2329028F2100_005.jpg
プラミペキソール塩酸塩LA錠0.375mgMI「DSEP」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169012G1036/1169012G1036_000.jpg
